ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Contrat;Facturation electronique;Partenaire;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
3319;Homme;0;Non;10;Non;DSL;Non;Mensuel;Non;Non;Cheque papier;29,5;255,25;
3324;Femme;0;Oui;28;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,25;535,35;
3329;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;70,25;70,25;
3341;Femme;1;Non;5;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;83,15;446,05;
3343;Homme;0;Non;40;Non;DSL;Non;Annuel;Non;Non;Carte bancaire;62,05;2511,55;
3344;Femme;0;Non;16;Non;Non;Oui;Annuel;Non;Non;Virement bancaire;20,1;318,6;
3359;Homme;0;Non;27;Non;DSL;Oui;Mensuel;Non;Non;Cheque papier;53,45;1461,45;
3372;Femme;0;Oui;11;Non;Non;Oui;Mensuel;Oui;Oui;Cheque papier;19,25;180,3;
3384;Homme;0;Non;6;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;75,5;438;
3392;Homme;0;Non;4;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;19;73,45;
3402;Femme;0;Non;56;Non;Non;Oui;Bisannuel;Oui;Non;Virement bancaire;19,55;1080,55;
3403;Femme;0;Non;4;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;88,95;355,2;
3406;Femme;0;Oui;64;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;86,8;5327,25;
3411;Homme;0;Non;3;Non;DSL;Oui;Mensuel;Non;Non;Carte bancaire;53,4;188,7;
3419;Homme;0;Non;54;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Cheque electronique;109,55;6118,95;
3424;Homme;0;Oui;1;Non;DSL;Oui;Mensuel;Non;Non;Cheque papier;50,6;50,6;
3425;Homme;0;Non;10;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;89,5;863,1;
3426;Femme;0;Oui;28;Non;Fibre optique;Oui;Annuel;Oui;Oui;Virement bancaire;70,4;1992,2;
3430;Femme;0;Oui;53;Non;Non;Oui;Annuel;Non;Oui;Virement bancaire;19,55;1007,9;
3434;Homme;0;Non;61;Oui;Fibre optique;Oui;Annuel;Oui;Non;Cheque electronique;107,75;6521,9;
3436;Homme;0;Non;2;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;71,3;157,75;
3437;Homme;0;Non;25;Non;Non;Oui;Annuel;Oui;Non;Virement bancaire;19,5;516,3;
3439;Homme;0;Non;18;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;94,7;1687,95;
3450;Femme;0;Oui;52;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;95,7;4976,15;
3451;Homme;1;Non;70;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;104,8;7308,95;
3454;Femme;0;Non;70;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;97,65;6982,5;
3461;Femme;0;Non;48;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;100,05;4834;
3472;Femme;0;Non;35;Non;Non;Oui;Annuel;Non;Non;Cheque papier;21,1;741;
3479;Femme;0;Non;23;Oui;DSL;Oui;Annuel;Oui;Non;Cheque electronique;78,55;1843,05;
3482;Femme;0;Non;4;Oui;DSL;Oui;Mensuel;Non;Non;Cheque electronique;50,7;214,55;
3492;Homme;0;Non;44;Non;DSL;Oui;Annuel;Oui;Oui;Cheque electronique;70,95;3250,45;
3494;Homme;0;Non;2;Non;DSL;Oui;Mensuel;Oui;Non;Virement bancaire;46,6;87,9;
3504;Homme;0;Non;66;Oui;Fibre optique;Oui;Annuel;Oui;Non;Cheque electronique;104,25;6860,6;
3509;Femme;0;Non;70;Oui;Fibre optique;Oui;Bisannuel;Oui;Non;Virement bancaire;113,65;7939,25;
3524;Femme;0;Non;72;Oui;Fibre optique;Oui;Bisannuel;Non;Oui;Carte bancaire;112,1;7965,95;
3527;Homme;1;Non;5;Non;DSL;Oui;Mensuel;Non;Non;Cheque electronique;50,35;237,25;
3530;Homme;1;Non;2;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;74,2;140,1;
3547;Homme;0;Non;71;Oui;DSL;Oui;Bisannuel;Non;Oui;Cheque electronique;83,2;6126,1;
3558;Femme;1;Non;33;Non;DSL;Non;Mensuel;Oui;Non;Virement bancaire;59,45;1884,65;
3571;Homme;0;Oui;16;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;20,5;290,55;
3578;Homme;0;Non;36;Non;DSL;Oui;Annuel;Oui;Non;Cheque papier;65,4;2498,4;
3594;Homme;0;Non;8;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;70,1;551,35;
3598;Homme;0;Non;25;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;95,7;2338,35;
3613;Homme;0;Non;21;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;73,7;1558,7;
3614;Homme;1;Non;55;Non;DSL;Non;Annuel;Oui;Non;Virement bancaire;50,05;2743,45;
3626;Femme;0;Non;71;Non;Non;Oui;Bisannuel;Non;Oui;Carte bancaire;19,85;1379,6;
3629;Homme;0;Non;9;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;69,5;653,25;
3632;Femme;1;Non;1;Non;DSL;Oui;Mensuel;Oui;Oui;Cheque electronique;49,55;49,55;
3639;Femme;1;Non;2;Non;DSL;Oui;Mensuel;Non;Oui;Carte bancaire;50,15;115,1;
3652;Femme;1;Non;70;Non;Non;Oui;Bisannuel;Oui;Oui;Carte bancaire;19,55;1462,05;
3653;Femme;1;Non;1;Non;DSL;Non;Mensuel;Non;Non;Cheque electronique;25,25;25,25;
3654;Homme;0;Non;38;Non;DSL;Non;Bisannuel;Oui;Oui;Virement bancaire;60;2193,2;
3657;Homme;1;Non;49;Non;DSL;Oui;Bisannuel;Non;Oui;Cheque papier;49,8;2398,4;
3667;Femme;0;Oui;50;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;84,4;4116,15;
3669;Homme;0;Non;22;Non;DSL;Oui;Annuel;Oui;Oui;Virement bancaire;59,75;1374,35;
3674;Homme;0;Non;42;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;101,75;4273,45;
3680;Homme;0;Non;1;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;20,1;20,1;
3684;Homme;0;Non;71;Non;DSL;Oui;Bisannuel;Non;Oui;Virement bancaire;54,5;3778,2;
3690;Femme;1;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;71,15;71,15;
3693;Femme;0;Oui;3;Oui;DSL;Oui;Mensuel;Oui;Oui;Virement bancaire;69,15;235;
3695;Femme;0;Oui;67;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;108,75;7156,2;
3696;Femme;0;Oui;32;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;98,85;3089,6;
3706;Femme;0;Oui;69;Oui;DSL;Oui;Bisannuel;Non;Oui;Carte bancaire;61,4;4059,85;
3721;Femme;0;Non;42;Non;DSL;Oui;Mensuel;Non;Non;Carte bancaire;54,55;2455,05;
3722;Femme;0;Non;2;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,65;38,7;
3723;Homme;0;Oui;23;Non;DSL;Non;Annuel;Non;Non;Virement bancaire;40,65;947,4;
3730;Homme;0;Non;62;Non;Non;Oui;Bisannuel;Oui;Non;Carte bancaire;20,05;1201,65;
3739;Homme;0;Non;35;Non;DSL;Non;Mensuel;Non;Non;Cheque electronique;49,2;1701,65;
3748;Femme;0;Oui;4;Oui;DSL;Oui;Mensuel;Oui;Oui;Cheque papier;58,5;224,85;
3753;Homme;0;Non;55;Non;DSL;Oui;Bisannuel;Oui;Non;Cheque electronique;59,2;3175,85;
3754;Homme;0;Non;1;Non;DSL;Non;Mensuel;Non;Non;Cheque papier;29,15;29,15;
3759;Femme;0;Non;1;Non;DSL;Oui;Mensuel;Non;Non;Virement bancaire;49,55;49,55;
3770;Femme;0;Oui;40;Oui;Non;Oui;Mensuel;Oui;Oui;Cheque electronique;26,2;1077,5;
3774;Femme;0;Non;1;Non;DSL;Non;Mensuel;Non;Non;Cheque papier;25,2;25,2;
3779;Homme;0;Non;3;Oui;DSL;Oui;Mensuel;Non;Non;Virement bancaire;50,4;137,25;
3789;Homme;0;Non;54;Non;Fibre optique;Oui;Bisannuel;Non;Oui;Virement bancaire;109,75;6110,2;
3790;Homme;0;Non;9;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;19,85;178,8;
3801;Femme;0;Oui;66;Oui;Fibre optique;Oui;Bisannuel;Oui;Non;Carte bancaire;90,95;5930,05;
3816;Femme;0;Non;3;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;74,25;210,3;
3817;Homme;1;Oui;50;Oui;DSL;Oui;Bisannuel;Oui;Oui;Virement bancaire;75,15;3822,45;
3828;Femme;0;Non;2;Non;Non;Oui;Annuel;Non;Non;Cheque papier;20,45;34,8;
3835;Femme;0;Oui;57;Non;DSL;Oui;Annuel;Oui;Oui;Virement bancaire;70,1;3913,3;
3844;Homme;1;Non;1;Non;Fibre optique;Oui;Mensuel;Non;Oui;Cheque papier;70,85;70,85;
3845;Femme;0;Non;35;Oui;DSL;Oui;Annuel;Oui;Non;Carte bancaire;85,95;3110,1;
3846;Homme;0;Non;4;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;73,9;280,85;
3855;Femme;0;Non;50;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;109,65;5405,8;
3856;Homme;0;Oui;53;Non;DSL;Oui;Mensuel;Non;Oui;Carte bancaire;65;3363,8;
3859;Homme;0;Non;47;Non;DSL;Oui;Annuel;Oui;Non;Virement bancaire;86,95;4138,9;
3893;Femme;0;Non;17;Non;Non;Oui;Mensuel;Non;Non;Carte bancaire;19,7;340,35;
3901;Femme;0;Oui;35;Non;Non;Oui;Annuel;Non;Oui;Cheque papier;19,65;708,8;
3916;Femme;0;Non;59;Non;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;81,25;4639,45;
3927;Homme;0;Non;11;Non;DSL;Non;Mensuel;Non;Non;Cheque papier;34,7;383,55;
3930;Homme;0;Oui;50;Non;DSL;Oui;Annuel;Oui;Oui;Virement bancaire;44,8;2230,85;
3938;Femme;0;Non;4;Non;Non;Oui;Mensuel;Oui;Non;Carte bancaire;20,15;68,45;
3939;Femme;0;Non;2;Non;DSL;Oui;Mensuel;Non;Non;Cheque papier;50,95;123,05;
3944;Homme;1;Non;1;Non;DSL;Oui;Mensuel;Non;Non;Cheque electronique;44;44;
3947;Femme;0;Non;9;Non;DSL;Non;Mensuel;Non;Non;Cheque papier;58,5;539,85;
3955;Homme;1;Non;17;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;94,8;1563,9;
3970;Homme;0;Oui;1;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;69,95;69,95;
3972;Femme;0;Non;25;Oui;Non;Oui;Bisannuel;Non;Non;Carte bancaire;24,75;692,1;
3977;Femme;0;Non;4;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;24,45;86,6;
3991;Homme;0;Non;14;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;92,9;1337,45;
3996;Homme;0;Oui;28;Non;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;74,9;2068,55;
4009;Femme;0;Oui;51;Non;DSL;Non;Annuel;Oui;Oui;Cheque electronique;56,15;2898,95;
4016;Femme;0;Non;36;Oui;DSL;Oui;Annuel;Non;Non;Cheque papier;54,45;1893,5;
4025;Femme;0;Non;7;Non;DSL;Non;Mensuel;Non;Non;Virement bancaire;25,05;189,95;
4031;Femme;0;Oui;5;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;51;286,8;
4035;Homme;0;Oui;8;Non;DSL;Oui;Mensuel;Non;Oui;Virement bancaire;44,65;369,15;
4043;Homme;0;Non;5;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;51,35;262,3;
4048;Femme;0;Non;64;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;94,6;5948,7;
4059;Femme;0;Oui;40;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;84,85;3303,05;
4063;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;70,5;70,5;
4066;Homme;0;Non;1;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;19,75;19,75;
4067;Homme;0;Non;56;Oui;DSL;Oui;Annuel;Oui;Non;Virement bancaire;64,65;3665,55;
4081;Femme;0;Oui;29;Oui;Non;Oui;Bisannuel;Non;Oui;Cheque papier;26,1;692,55;
4086;Femme;0;Non;30;Non;DSL;Non;Annuel;Oui;Non;Carte bancaire;40,35;1187,05;
4090;Femme;0;Non;9;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;74,75;706,6;
4098;Homme;0;Oui;64;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;99,15;6171,2;
4104;Homme;0;Oui;72;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;90,8;6511,8;
4105;Homme;0;Non;8;Non;DSL;Oui;Mensuel;Oui;Oui;Virement bancaire;49,55;393,45;
4107;Femme;1;Non;24;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;93,55;2264,05;
4111;Homme;0;Non;70;Non;DSL;Oui;Bisannuel;Non;Oui;Cheque papier;67,95;4664,15;
4115;Femme;0;Oui;51;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;19,95;1028,75;
4129;Homme;0;Non;57;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;39,3;2111,45;
4133;Femme;0;Non;13;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;23,9;300,8;
4134;Homme;0;Non;56;Oui;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;98,6;5581,05;
4144;Homme;0;Non;25;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;84,8;2043,45;
4149;Femme;0;Non;29;Non;Non;Oui;Mensuel;Non;Non;Carte bancaire;19,35;601,6;
4163;Femme;0;Oui;72;Non;DSL;Non;Bisannuel;Non;Oui;Virement bancaire;65,7;4575,35;
4188;Femme;0;Oui;36;Non;Non;Oui;Bisannuel;Non;Oui;Virement bancaire;20,25;717,95;
4190;Femme;0;Oui;69;Oui;DSL;Oui;Annuel;Non;Oui;Carte bancaire;73,7;4885,85;
4194;Homme;0;Non;10;Non;Non;Oui;Mensuel;Non;Non;Carte bancaire;19,75;208,25;
4206;Femme;0;Oui;24;Oui;DSL;Oui;Bisannuel;Non;Oui;Carte bancaire;78,6;1846,65;
4225;Femme;0;Non;71;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;19,6;1416,5;
4232;Homme;0;Non;71;Oui;DSL;Oui;Bisannuel;Non;Non;Virement bancaire;80,6;5708,2;
4238;Homme;0;Non;5;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;70,05;346,4;
4241;Homme;0;Non;8;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;94;773,65;
4251;Homme;0;Non;63;Oui;Fibre optique;Oui;Annuel;Non;Non;Carte bancaire;104,5;6590,8;
4253;Femme;0;Non;19;Oui;DSL;Oui;Mensuel;Oui;Non;Cheque papier;56,1;1033,9;
4257;Femme;0;Non;70;Oui;Non;Oui;Bisannuel;Oui;Oui;Virement bancaire;26;2006,95;
4258;Femme;0;Non;49;Non;Fibre optique;Oui;Mensuel;Non;Oui;Cheque electronique;99,4;5025;
4270;Homme;0;Non;17;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Carte bancaire;90,2;1454,15;
4274;Femme;0;Non;31;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;79,85;2404,15;
4277;Femme;0;Non;2;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;49,6;114,7;
4284;Homme;1;Non;4;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;70,2;280,35;
4291;Femme;0;Oui;1;Non;DSL;Non;Mensuel;Non;Oui;Cheque electronique;40,1;40,1;
4292;Femme;0;Oui;64;Oui;Fibre optique;Oui;Bisannuel;Non;Oui;Virement bancaire;110,3;6997,3;
4300;Femme;1;Non;29;Oui;DSL;Oui;Mensuel;Oui;Non;Virement bancaire;58,55;1718,95;
4307;Homme;0;Oui;40;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;110,1;4469,1;
4310;Femme;0;Non;22;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;50,6;1073,3;
4312;Femme;0;Non;7;Non;DSL;Non;Mensuel;Oui;Non;Carte bancaire;40,1;293,3;
4313;Homme;0;Oui;33;Non;DSL;Oui;Bisannuel;Non;Oui;Carte bancaire;82,1;2603,1;
4317;Homme;0;Non;69;Oui;DSL;Oui;Bisannuel;Non;Non;Cheque papier;90,65;6322,1;
4331;Homme;0;Non;19;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;78,25;1490,95;
4345;Femme;0;Non;68;Oui;DSL;Oui;Bisannuel;Oui;Non;Cheque electronique;80,65;5330,2;
4348;Femme;0;Non;50;Non;Fibre optique;Oui;Bisannuel;Oui;Non;Cheque papier;100,2;5038,45;
4353;Homme;0;Oui;64;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;91,8;5960,5;
4356;Femme;0;Non;6;Oui;DSL;Oui;Mensuel;Non;Oui;Cheque electronique;50,35;314,55;
4363;Femme;0;Non;49;Non;Non;Oui;Annuel;Non;Oui;Carte bancaire;20,7;1032,05;
4382;Femme;1;Non;49;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;90,85;4515,85;
4388;Homme;0;Oui;1;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;20,25;20,25;
4390;Homme;0;Non;30;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;100,4;2936,25;
4392;Femme;0;Non;9;Non;DSL;Oui;Mensuel;Oui;Non;Virement bancaire;59,5;530,05;
4394;Femme;0;Non;21;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;86,5;1808,7;
4412;Femme;0;Non;57;Non;DSL;Non;Mensuel;Oui;Oui;Virement bancaire;49,9;2782,4;
4415;Femme;0;Oui;21;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,75;452,2;
4424;Homme;0;Non;33;Non;DSL;Oui;Mensuel;Oui;Non;Carte bancaire;66,4;2245,4;
4429;Homme;0;Oui;19;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Cheque electronique;103,3;2012,7;
4437;Femme;0;Oui;19;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;60,6;1297,8;
4445;Femme;0;Non;3;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;19,85;63,75;
4449;Femme;1;Non;30;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;99,7;2967,35;
4457;Femme;0;Non;68;Oui;Non;Oui;Bisannuel;Oui;Oui;Carte bancaire;24,95;1614,9;
4464;Homme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;69,85;69,85;
4471;Homme;0;Non;7;Non;DSL;Oui;Mensuel;Oui;Non;Virement bancaire;44,65;322,5;
4472;Homme;1;Non;41;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;83,75;3273,55;
4473;Homme;0;Oui;68;Non;Fibre optique;Oui;Bisannuel;Non;Oui;Carte bancaire;80,35;5375,15;
4475;Homme;0;Non;57;Non;DSL;Non;Bisannuel;Non;Non;Carte bancaire;53,35;3090,05;
4489;Femme;1;Non;42;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;74,15;3229,4;
4500;Femme;0;Oui;12;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;78,3;909,25;
4506;Femme;0;Non;72;Oui;Non;Oui;Bisannuel;Oui;Oui;Cheque papier;26;1776;
4515;Femme;0;Non;28;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;80,6;2244,95;
4519;Homme;1;Non;8;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;81,25;585,95;
4533;Femme;0;Non;15;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;79,75;1111,85;
4537;Homme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;69,35;69,35;
4542;Femme;1;Non;1;Oui;DSL;Oui;Mensuel;Non;Non;Cheque papier;50,55;50,55;
4543;Femme;1;Non;32;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Cheque papier;79,3;2570;
4544;Homme;0;Oui;41;Non;Non;Oui;Annuel;Non;Oui;Virement bancaire;19,5;798,2;
4555;Homme;0;Non;20;Non;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;108,2;2203,7;
4556;Homme;0;Oui;19;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;20,2;387,4;
4559;Femme;1;Non;27;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;85,25;2287,25;
4564;Femme;0;Non;10;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;80,05;830,7;
4567;Homme;0;Non;68;Non;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;100,3;6754,35;
4570;Femme;0;Non;22;Non;DSL;Oui;Mensuel;Oui;Non;Carte bancaire;48,8;1054,6;
4571;Homme;0;Non;7;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;18,95;130,55;
4575;Femme;1;Non;72;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;105,75;7629,85;
4582;Homme;0;Non;58;Non;Non;Oui;Bisannuel;Non;Non;Cheque papier;20,8;1212,25;
4583;Homme;0;Oui;70;Oui;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;90,15;6237,05;
4594;Femme;0;Non;11;Non;Non;Oui;Mensuel;Non;Non;Virement bancaire;20,3;246,3;
4595;Femme;0;Oui;21;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;102,8;2110,15;
4596;Femme;0;Oui;68;Oui;DSL;Oui;Bisannuel;Non;Oui;Virement bancaire;85,3;5560;
4608;Homme;0;Oui;1;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;59,55;59,55;
4619;Homme;1;Non;4;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;94,75;422,4;
4626;Femme;1;Non;8;Non;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;74,05;600,15;
4628;Homme;0;Non;60;Oui;Fibre optique;Oui;Annuel;Oui;Non;Carte bancaire;116,6;7049,5;
4636;Femme;0;Oui;40;Non;Non;Oui;Bisannuel;Non;Oui;Virement bancaire;20,15;777,35;
4639;Femme;0;Non;2;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;75,55;166,3;
4651;Femme;0;Oui;37;Oui;Non;Oui;Mensuel;Non;Oui;Cheque papier;26,45;911,6;
4655;Femme;0;Oui;42;Non;Non;Oui;Annuel;Oui;Oui;Cheque electronique;19,05;761,85;
4656;Femme;0;Non;32;Oui;DSL;Oui;Annuel;Non;Non;Cheque papier;74,75;2282,95;
4658;Homme;0;Non;42;Non;DSL;Non;Mensuel;Oui;Oui;Carte bancaire;25,1;1097,15;
4660;Femme;0;Oui;65;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;104,3;6725,3;
4661;Femme;0;Non;2;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;19,5;31,55;
4677;Homme;0;Oui;19;Non;Non;Oui;Mensuel;Oui;Non;Cheque electronique;20;377,55;
4678;Homme;0;Non;10;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;99,85;990,9;
4681;Homme;1;Non;18;Oui;DSL;Oui;Mensuel;Oui;Non;Carte bancaire;58,4;964,9;
4704;Homme;1;Non;24;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;78,85;1772,25;
4709;Femme;0;Oui;56;Non;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;61,3;3346,8;
4711;Femme;0;Oui;6;Non;DSL;Non;Bisannuel;Non;Oui;Cheque papier;40,55;217,5;
4713;Homme;0;Oui;50;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;108,25;5431,4;
4715;Femme;0;Oui;65;Oui;DSL;Oui;Bisannuel;Oui;Oui;Cheque papier;90,45;5957,9;
4721;Homme;1;Non;64;Oui;Fibre optique;Oui;Annuel;Non;Non;Cheque electronique;102,1;6688,1;
4750;Homme;0;Non;5;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;49,2;216,9;
4751;Homme;0;Non;9;Non;DSL;Non;Annuel;Non;Non;Cheque papier;39,55;373;
4766;Homme;0;Non;37;Non;DSL;Non;Bisannuel;Non;Non;Carte bancaire;35,8;1316,9;
4774;Homme;0;Non;44;Non;DSL;Non;Annuel;Oui;Non;Cheque papier;53,95;2375,4;
4775;Femme;0;Non;53;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;91,15;4862,5;
4778;Femme;0;Oui;2;Non;DSL;Oui;Mensuel;Non;Non;Cheque papier;51,55;106,2;
4798;Homme;0;Oui;72;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;114,05;8289,2;
4804;Homme;0;Non;38;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Virement bancaire;91,7;3479,05;
4812;Femme;0;Non;4;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;46;193,6;
4822;Homme;0;Non;56;Non;DSL;Non;Annuel;Oui;Oui;Virement bancaire;54,05;2959,8;
4823;Homme;0;Oui;72;Non;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;104,9;7559,55;
4836;Homme;0;Non;65;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;104,25;6812,95;
4841;Femme;1;Non;43;Non;DSL;Non;Mensuel;Oui;Non;Carte bancaire;33,45;1500,25;
4849;Femme;0;Non;5;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;93,9;486,85;
4850;Homme;0;Non;41;Non;DSL;Non;Annuel;Oui;Non;Cheque electronique;51,35;2075,1;
4851;Femme;0;Non;54;Non;Fibre optique;Oui;Annuel;Oui;Non;Carte bancaire;100,05;5299,65;
4858;Femme;0;Non;20;Non;DSL;Non;Mensuel;Non;Non;Carte bancaire;24,9;505,95;
4864;Homme;0;Oui;57;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;20,75;1123,15;
4867;Femme;0;Non;16;Oui;DSL;Oui;Mensuel;Oui;Non;Virement bancaire;63,05;1067,05;
4869;Femme;0;Non;37;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;99,5;3762;
4872;Homme;0;Oui;58;Non;DSL;Oui;Annuel;Oui;Oui;Carte bancaire;75,2;4300,8;
4904;Femme;0;Non;5;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;90,8;455,5;
4909;Femme;1;Non;28;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;106,15;3152,5;
